"Município";"Poliomielite";"Poliomielite 4 anos";" Total"
"250980 MULUNGU";"169,05";"59,12";"107,72"
"250990 NATUBA";"120,22";"50,86";"74,24"
"251000 NAZAREZINHO";"125,76";"52,50";"78,49"
"251010 NOVA FLORESTA";"68,82";"64,63";"66,77"
"251020 NOVA OLINDA";"97,33";"85,71";"90,75"
"251030 NOVA PALMEIRA";"78,57";"53,97";"63,81"
"251040 OLHO D\'AGUA";"63,41";"80,56";"71,43"
"251050 OLIVEDOS";"163,41";"92,73";"122,92"
"251060 OURO VELHO";"83,33";"84,09";"83,72"
"251065 PARARI";"77,27";"10,00";"38,46"
"251070 PASSAGEM";"122,50";"55,00";"88,75"
"251080 PATOS";"49,14";"32,08";"40,35"
"251090 PAULISTA";"95,48";"61,05";"77,37"
"251100 PEDRA BRANCA";"124,56";"84,13";"103,33"
"251110 PEDRA LAVRADA";"128,75";"94,31";"107,88"
"251120 PEDRAS DE FOGO";"83,58";"68,88";"77,02"
"251130 PIANCO";"85,88";"75,76";"80,15"
"251140 PICUI";"88,19";"62,67";"74,54"
"251150 PILAR";"111,46";"98,84";"105,49"
"251160 PILOES";"107,20";"100,83";"104,07"
"251170 PILOEZINHOS";"115,79";"85,88";"101,67"
"251180 PIRPIRITUBA";"117,69";"52,98";"82,92"
"251190 PITIMBU";"80,14";"33,15";"53,73"
"251200 POCINHOS";"96,81";"59,32";"75,74"
"251203 POCO DANTAS";"94,74";"76,81";"84,92"
"251207 POCO DE JOSE DE MOURA";"65,31";"66,10";"65,74"
"251210 POMBAL";"88,81";"76,48";"82,53"
"251220 PRATA";"88,68";"34,85";"58,82"
"251230 PRINCESA ISABEL";"107,54";"70,31";"85,71"
"251240 PUXINANA";"114,29";"90,41";"102,10"
"251250 QUEIMADAS";"132,14";"59,13";"95,88"
"251260 QUIXABA";"51,85";"72,00";"61,54"
"251270 REMIGIO";"90,04";"53,52";"70,39"
"251272 PEDRO REGIS";"110,42";"48,00";"68,24"
"251274 RIACHAO";"114,89";"67,86";"89,32"
"251275 RIACHAO DO BACAMARTE";"151,47";"109,21";"129,17"
"251276 RIACHAO DO POCO";"89,71";"65,85";"76,67"
"251278 RIACHO DE SANTO ANTONIO";"100,00";"124,14";"110,00"
"251280 RIACHO DOS CAVALOS";"110,00";"77,44";"92,18"
"251290 RIO TINTO";"109,40";"79,61";"94,36"
"251300 SALGADINHO";"102,70";"20,90";"50,00"
"251310 SALGADO DE SAO FELIX";"90,77";"31,55";"55,84"
"251315 SANTA CECILIA";"93,75";"79,44";"86,21"
"251320 SANTA CRUZ";"112,70";"68,67";"87,67"
"251330 SANTA HELENA";"74,65";"53,09";"63,16"
"251335 SANTA INES";"95,35";"57,14";"72,64"
"251340 SANTA LUZIA";"106,15";"74,25";"88,79"
"251350 SANTANA DE MANGUEIRA";"93,44";"54,95";"70,39"
"251360 SANTANA DOS GARROTES";"101,28";"62,63";"79,66"
"251365 JOCA CLAUDINO";"161,54";"42,50";"89,39"
"251370 SANTA RITA";"63,30";"56,42";"60,28"
"251380 SANTA TERESINHA";"132,73";"89,71";"108,94"
"251385 SANTO ANDRE";"145,16";"82,86";"112,12"
"251390 SAO BENTO";"135,75";"82,81";"106,63"
"251392 SAO BENTINHO";"128,57";"95,77";"109,17"
"251394 SAO DOMINGOS DO CARIRI";"134,48";"82,05";"104,41"
"251396 SAO DOMINGOS";"146,15";"72,09";"100,00"
"251398 SAO FRANCISCO";"85,71";"77,55";"81,32"
"251400 SAO JOAO DO CARIRI";"100,00";"42,19";"68,38"
"251410 SAO JOAO DO TIGRE";"119,57";"60,81";"83,33"
"251420 SAO JOSE DA LAGOA TAPADA";"95,60";"70,54";"80,91"
"251430 SAO JOSE DE CAIANA";"84,15";"69,72";"75,92"
"251440 SAO JOSE DE ESPINHARAS";"80,00";"55,13";"64,84"
"251445 SAO JOSE DOS RAMOS";"146,15";"52,87";"96,97"
"251450 SAO JOSE DE PIRANHAS";"76,72";"71,33";"73,84"
"251455 SAO JOSE DE PRINCESA";"153,57";"47,69";"79,57"
"251460 SAO JOSE DO BONFIM";"75,00";"58,33";"66,07"
"251465 SAO JOSE DO BREJO DO CRUZ";"141,67";"110,71";"125,00"
"251470 SAO JOSE DO SABUGI";"143,48";"100,00";"119,42"
"251480 SAO JOSE DOS CORDEIROS";"39,53";"43,75";"42,06"
"251490 SAO MAMEDE";"144,68";"130,33";"136,57"
"251500 SAO MIGUEL DE TAIPU";"88,78";"36,22";"59,11"
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";"106,50";"47,92";"70,79"
"251520 SAO SEBASTIAO DO UMBUZEIRO";"148,15";"144,23";"146,23"
"251530 SAPE";"139,47";"74,58";"101,07"
"251540 SAO VICENTE DO SERIDO";"133,33";"74,74";"99,70"
"251550 SERRA BRANCA";"68,35";"47,98";"57,02"
"251560 SERRA DA RAIZ";"122,86";"154,90";"141,86"
"251570 SERRA GRANDE";"106,38";"102,27";"104,40"
"251580 SERRA REDONDA";"77,33";"21,88";"46,20"
"251590 SERRARIA";"108,82";"60,75";"79,43"
"251593 SERTAOZINHO";"75,36";"75,64";"75,51"
"251597 SOBRADO";"71,53";"44,92";"59,54"
"251600 SOLANEA";"104,62";"73,79";"88,36"
"251610 SOLEDADE";"102,65";"82,85";"91,59"
"251615 SOSSEGO";"114,89";"101,72";"107,62"
"251620 SOUSA";"95,24";"61,34";"77,35"
"251630 SUME";"93,81";"71,37";"82,56"
"251640 TACIMA";"100,00";"46,10";"67,52"
"251650 TAPEROA";"101,86";"50,20";"74,24"
"251660 TAVARES";"79,26";"56,70";"66,15"
"251670 TEIXEIRA";"90,83";"73,80";"81,60"
"251675 TENORIO";"102,70";"60,00";"78,16"
"251680 TRIUNFO";"75,00";"71,32";"73,02"
"251690 UIRAUNA";"101,74";"88,00";"94,35"
"251700 UMBUZEIRO";"161,86";"71,05";"106,43"
"251710 VARZEA";"176,00";"135,90";"151,56"
"251720 VIEIROPOLIS";"82,69";"54,67";"66,14"
"251740 ZABELE";"152,94";"127,50";"139,19"
"260005 ABREU E LIMA";"63,13";"63,33";"63,23"
"260010 AFOGADOS DA INGAZEIRA";"106,51";"57,04";"81,04"
"260020 AFRANIO";"92,31";"65,44";"77,34"
"260030 AGRESTINA";"117,16";"76,60";"96,27"
"260040 AGUA PRETA";"105,76";"43,65";"71,49"
"260050 AGUAS BELAS";"80,11";"66,31";"72,69"
"260060 ALAGOINHA";"96,22";"53,12";"72,62"
"260070 ALIANCA";"77,52";"47,97";"61,56"
"260080 ALTINHO";"114,03";"109,97";"111,85"
"260090 AMARAJI";"112,17";"77,55";"92,67"
"260100 ANGELIM";"132,56";"79,06";"100,62"
"260105 ARACOIABA";"85,15";"59,70";"71,88"
"260110 ARARIPINA";"87,28";"66,76";"77,15"
"260120 ARCOVERDE";"108,46";"71,85";"89,72"
"260130 BARRA DE GUABIRABA";"87,36";"59,83";"71,43"
"260140 BARREIROS";"142,59";"113,10";"127,53"
"260150 BELEM DE MARIA";"108,06";"39,71";"65,55"
"260160 BELEM DE SAO FRANCISCO";"103,55";"71,39";"85,96"
"260170 BELO JARDIM";"91,02";"65,95";"78,73"
"260180 BETANIA";"80,54";"53,10";"65,45"
"260190 BEZERROS";"90,46";"30,48";"59,91"
"260200 BODOCO";"120,58";"54,64";"82,68"
"260210 BOM CONSELHO";"75,31";"34,14";"50,87"
"260220 BOM JARDIM";"94,81";"50,19";"71,49"
"260230 BONITO";"100,48";"40,31";"69,97"
"260240 BREJAO";"81,25";"89,13";"84,71"
"260250 BREJINHO";"172,29";"65,57";"108,78"
"260260 BREJO DA MADRE DE DEUS";"117,60";"59,46";"85,84"
"260270 BUENOS AIRES";"86,21";"61,21";"72,42"
"260280 BUIQUE";"98,48";"63,35";"78,62"
"260290 CABO DE SANTO AGOSTINHO";"84,96";"81,51";"83,29"
"260300 CABROBO";"81,36";"51,72";"65,53"
"260310 CACHOEIRINHA";"77,04";"37,70";"55,92"
"260320 CAETES";"88,57";"37,88";"62,01"
"260330 CALCADO";"80,15";"42,55";"58,33"
"260340 CALUMBI";"70,09";"74,29";"72,17"
"260345 CAMARAGIBE";"40,32";"50,93";"45,44"
"260350 CAMOCIM DE SAO FELIX";"92,48";"36,53";"61,97"
"260360 CAMUTANGA";"101,77";"36,80";"67,65"
"260370 CANHOTINHO";"94,72";"64,27";"78,64"
"260380 CAPOEIRAS";"107,69";"56,96";"78,55"
"260390 CARNAIBA";"87,36";"45,31";"64,88"
"260392 CARNAUBEIRA DA PENHA";"86,14";"64,42";"75,28"
"260400 CARPINA";"109,16";"61,37";"84,83"
"260410 CARUARU";"108,77";"72,84";"91,85"
"260415 CASINHAS";"107,78";"50,42";"73,96"
"260420 CATENDE";"103,00";"49,56";"73,68"
"260430 CEDRO";"102,84";"74,60";"86,67"
"260440 CHA DE ALEGRIA";"56,89";"92,86";"74,25"
"260450 CHA GRANDE";"123,67";"43,22";"82,33"
"260460 CONDADO";"102,35";"65,19";"82,15"
"260470 CORRENTES";"62,86";"32,66";"46,31"
"260480 CORTES";"39,38";"12,12";"24,53"
"260490 CUMARU";"113,07";"50,83";"74,94"
"260500 CUPIRA";"103,39";"94,65";"99,19"
"260510 CUSTODIA";"95,94";"80,07";"87,78"
"260515 DORMENTES";"82,59";"70,76";"76,09"
"260520 ESCADA";"97,76";"59,55";"77,84"
"260530 EXU";"107,28";"46,63";"73,71"
"260540 FEIRA NOVA";"85,67";"38,64";"62,02"
"260545 FERNANDO DE NORONHA";"100,00";"94,74";"96,72"
"260550 FERREIROS";"90,48";"49,48";"67,16"
"260560 FLORES";"79,77";"43,19";"57,91"
"260570 FLORESTA";"95,39";"50,79";"70,67"
"260580 FREI MIGUELINHO";"83,57";"18,48";"44,44"
"260590 GAMELEIRA";"144,54";"66,86";"98,41"
"260600 GARANHUNS";"79,94";"62,91";"71,65"
"260610 GLORIA DO GOITA";"60,59";"27,91";"43,73"
"260620 GOIANA";"87,40";"60,80";"73,74"
"260630 GRANITO";"97,89";"42,22";"65,22"
"260640 GRAVATA";"88,34";"45,71";"65,87"
"260650 IATI";"98,56";"67,21";"80,68"
"260660 IBIMIRIM";"91,12";"52,21";"70,53"
"260670 IBIRAJUBA";"105,21";"67,46";"83,78"
"260680 IGARASSU";"99,29";"53,13";"75,37"
"260690 IGUARACY";"60,67";"74,72";"68,29"
"260700 INAJA";"81,27";"30,36";"51,37"
"260710 INGAZEIRA";"131,48";"65,75";"93,70"
"260720 IPOJUCA";"92,37";"96,51";"94,34"
"260730 IPUBI";"103,06";"37,75";"67,00"
"260740 ITACURUBA";"75,32";"74,19";"74,71"
"260750 ITAIBA";"87,94";"32,66";"55,22"
"260760 ILHA DE ITAMARACA";"82,18";"44,65";"63,79"
"260765 ITAMBE";"100,49";"48,02";"69,70"
"260770 ITAPETIM";"128,14";"66,83";"94,81"
"260775 ITAPISSUMA";"80,25";"35,83";"54,99"
"260780 ITAQUITINGA";"86,78";"74,50";"80,00"
"260790 JABOATAO DOS GUARARAPES";"66,55";"37,74";"52,16"
"260795 JAQUEIRA";"104,15";"56,68";"79,02"
"260800 JATAUBA";"111,57";"33,33";"68,66"
"260805 JATOBA";"106,28";"84,58";"95,03"
"260810 JOAO ALFREDO";"92,92";"59,91";"74,17"
"260820 JOAQUIM NABUCO";"95,02";"96,68";"95,88"
"260825 JUCATI";"96,55";"80,61";"88,11"
"260830 JUPI";"131,54";"121,16";"126,73"
"260840 JUREMA";"108,76";"77,53";"91,53"
"260845 LAGOA DO CARRO";"105,15";"61,85";"81,91"
"260850 LAGOA DE ITAENGA";"85,01";"47,02";"66,33"
"260860 LAGOA DO OURO";"85,49";"56,74";"70,34"
"260870 LAGOA DOS GATOS";"104,19";"71,11";"84,82"
"260875 LAGOA GRANDE";"113,78";"68,44";"88,44"
"260880 LAJEDO";"69,12";"46,24";"57,80"
"260890 LIMOEIRO";"87,71";"65,78";"76,94"
"260900 MACAPARANA";"90,05";"76,23";"83,29"
"260910 MACHADOS";"71,70";"27,20";"47,15"
"260915 MANARI";"106,85";"39,11";"63,18"
"260920 MARAIAL";"84,17";"69,09";"76,96"
"260930 MIRANDIBA";"139,43";"92,02";"114,93"
"260940 MORENO";"72,82";"32,51";"51,06"
"260950 NAZARE DA MATA";"95,39";"69,82";"82,60"
"260960 OLINDA";"68,67";"46,28";"58,13"
"260970 OROBO";"84,79";"33,72";"55,96"
"260980 OROCO";"81,21";"98,11";"89,38"
"260990 OURICURI";"106,35";"59,61";"81,02"
"261000 PALMARES";"63,19";"32,16";"48,42"
"261010 PALMEIRINA";"47,06";"43,66";"45,21"
"261020 PANELAS";"91,39";"66,06";"77,47"
"261030 PARANATAMA";"120,47";"79,10";"100,48"
"261040 PARNAMIRIM";"113,91";"59,47";"81,89"
"261050 PASSIRA";"82,64";"46,45";"63,74"
"261060 PAUDALHO";"94,09";"46,06";"69,33"
"261070 PAULISTA";"70,97";"47,45";"59,17"
"261080 PEDRA";"137,71";"71,39";"102,26"
"261090 PESQUEIRA";"95,50";"70,75";"82,56"
"261100 PETROLANDIA";"92,68";"67,23";"79,91"
"261110 PETROLINA";"85,59";"62,87";"75,10"
"261120 POCAO";"110,22";"53,03";"76,42"
"261130 POMBOS";"95,15";"84,25";"89,78"
"261140 PRIMAVERA";"103,40";"13,31";"46,84"
"261150 QUIPAPA";"131,34";"96,89";"110,22"
"261153 QUIXABA";"108,05";"58,18";"80,20"
"261160 RECIFE";"68,81";"54,91";"62,36"
"261170 RIACHO DAS ALMAS";"111,46";"90,56";"101,50"
"261180 RIBEIRAO";"96,84";"57,87";"72,20"
"261190 RIO FORMOSO";"112,50";"94,84";"102,83"
"261200 SAIRE";"106,96";"76,73";"89,42"
"261210 SALGADINHO";"111,94";"28,57";"54,67"
"261220 SALGUEIRO";"96,05";"100,77";"98,47"
"261230 SALOA";"98,18";"68,11";"82,07"
"261240 SANHARO";"91,93";"54,73";"70,16"
"261245 SANTA CRUZ";"67,08";"37,28";"51,06"
"261247 SANTA CRUZ DA BAIXA VERDE";"106,88";"72,25";"89,47"
"261250 SANTA CRUZ DO CAPIBARIBE";"100,37";"43,91";"70,39"
"261255 SANTA FILOMENA";"75,45";"30,74";"48,35"
"261260 SANTA MARIA DA BOA VISTA";"89,05";"57,43";"71,69"
"261270 SANTA MARIA DO CAMBUCA";"60,29";"6,91";"32,78"
"261280 SANTA TEREZINHA";"92,07";"70,92";"80,56"
"261290 SAO BENEDITO DO SUL";"78,16";"54,55";"64,97"
"261300 SAO BENTO DO UNA";"93,52";"41,89";"62,97"
"261310 SAO CAITANO";"96,17";"64,25";"79,77"
"261320 SAO JOAO";"98,70";"51,72";"72,78"
"261330 SAO JOAQUIM DO MONTE";"143,00";"73,00";"106,37"
"261340 SAO JOSE DA COROA GRANDE";"136,31";"87,40";"110,58"
"261350 SAO JOSE DO BELMONTE";"93,68";"57,48";"73,55"
"261360 SAO JOSE DO EGITO";"92,59";"71,13";"81,57"
"261370 SAO LOURENCO DA MATA";"72,25";"69,16";"70,70"
"261380 SAO VICENTE FERRER";"100,75";"58,95";"79,13"
"261390 SERRA TALHADA";"144,45";"70,34";"108,90"
"261400 SERRITA";"97,49";"88,05";"92,28"
"261410 SERTANIA";"90,23";"53,87";"69,08"
"261420 SIRINHAEM";"118,67";"68,98";"90,07"
"261430 MOREILANDIA";"68,71";"27,69";"45,32"
"261440 SOLIDAO";"94,32";"73,00";"82,98"
"261450 SURUBIM";"93,13";"57,35";"74,68"
"261460 TABIRA";"96,98";"50,00";"71,95"
"261470 TACAIMBO";"106,71";"51,14";"73,64"
"261480 TACARATU";"107,37";"64,83";"82,60"
"261485 TAMANDARE";"117,29";"78,68";"97,77"
"261500 TAQUARITINGA DO NORTE";"97,81";"82,78";"89,73"
"261510 TEREZINHA";"113,59";"70,09";"91,43"
"261520 TERRA NOVA";"111,93";"58,82";"79,57"
"261530 TIMBAUBA";"84,87";"83,19";"83,99"
"261540 TORITAMA";"100,66";"29,77";"62,87"
"261550 TRACUNHAEM";"87,08";"39,73";"60,70"
"261560 TRINDADE";"96,11";"27,03";"63,87"
"261570 TRIUNFO";"90,64";"61,06";"75,67"
"261580 TUPANATINGA";"97,58";"35,05";"59,18"
"261590 TUPARETAMA";"94,12";"61,90";"79,02"
"261600 VENTUROSA";"142,79";"46,95";"87,59"
"261610 VERDEJANTE";"133,01";"87,34";"105,36"
"261618 VERTENTE DO LERIO";"95,41";"36,75";"65,04"
"261620 VERTENTES";"47,13";"9,49";"29,22"
"261630 VICENCIA";"97,13";"38,95";"64,92"
"261640 VITORIA DE SANTO ANTAO";"72,58";"45,36";"59,39"
"261650 XEXEU";"109,96";"87,34";"98,74"
"270010 AGUA BRANCA";"84,02";"69,15";"76,07"
"270020 ANADIA";"83,90";"75,00";"78,56"
"270030 ARAPIRACA";"91,95";"86,77";"89,49"
"270040 ATALAIA";"96,31";"60,06";"75,70"
"270050 BARRA DE SANTO ANTONIO";"114,56";"74,91";"95,75"
"270060 BARRA DE SAO MIGUEL";"82,27";"29,77";"56,99"
"270070 BATALHA";"108,87";"48,51";"76,05"
"270080 BELEM";"81,82";"52,17";"67,81"
"270090 BELO MONTE";"104,17";"69,91";"85,65"
"270100 BOCA DA MATA";"87,50";"39,55";"58,54"
"270110 BRANQUINHA";"93,51";"63,51";"77,15"
"270120 CACIMBINHAS";"75,44";"48,07";"61,36"
"270130 CAJUEIRO";"102,61";"44,39";"68,71"
"270135 CAMPESTRE";"91,49";"64,84";"76,13"
"270140 CAMPO ALEGRE";"94,87";"24,88";"48,49"
"270150 CAMPO GRANDE";"94,07";"57,86";"74,49"
"270160 CANAPI";"84,50";"32,35";"54,26"
"270170 CAPELA";"86,79";"43,15";"60,04"
"270180 CARNEIROS";"80,00";"48,22";"62,22"
"270190 CHA PRETA";"52,73";"11,84";"29,01"
"270200 COITE DO NOIA";"92,20";"49,21";"67,58"
"270210 COLONIA LEOPOLDINA";"104,94";"31,76";"58,38"
"270220 COQUEIRO SECO";"109,20";"110,78";"110,05"
"270230 CORURIPE";"86,21";"49,57";"65,97"
"270235 CRAIBAS";"108,49";"68,23";"87,61"
"270240 DELMIRO GOUVEIA";"73,11";"101,26";"87,63"
"270250 DOIS RIACHOS";"101,47";"53,47";"72,78"
"270255 ESTRELA DE ALAGOAS";"90,43";"73,87";"80,85"
"270260 FEIRA GRANDE";"93,96";"74,81";"83,66"
"270270 FELIZ DESERTO";"74,67";"67,50";"70,97"
"270280 FLEXEIRAS";"80,31";"33,87";"54,20"
"270290 GIRAU DO PONCIANO";"73,79";"24,93";"45,60"
"270300 IBATEGUARA";"95,18";"57,14";"75,05"
"270310 IGACI";"103,87";"22,90";"57,92"
"270320 IGREJA NOVA";"64,16";"61,06";"62,55"
"270330 INHAPI";"91,72";"58,45";"73,00"
"270340 JACARE DOS HOMENS";"90,48";"73,64";"81,86"
"270350 JACUIPE";"159,18";"36,43";"70,22"
"270360 JAPARATINGA";"89,80";"33,33";"58,48"
"270370 JARAMATAIA";"103,26";"101,92";"102,55"
"270375 JEQUIA DA PRAIA";"97,01";"41,88";"61,96"
"270380 JOAQUIM GOMES";"92,76";"18,53";"49,61"
"270390 JUNDIA";"80,00";"11,76";"40,68"
"270400 JUNQUEIRO";"129,60";"80,00";"100,92"
"270410 LAGOA DA CANOA";"118,46";"77,78";"97,27"
"270420 LIMOEIRO DE ANADIA";"82,87";"37,53";"56,72"
"270430 MACEIO";"79,25";"68,46";"73,86"
"270440 MAJOR ISIDORO";"81,15";"36,58";"55,93"
"270450 MARAGOGI";"94,96";"24,67";"58,36"
"270460 MARAVILHA";"64,63";"52,27";"58,24"
"270470 MARECHAL DEODORO";"79,25";"48,37";"64,23"
"270480 MARIBONDO";"96,74";"66,67";"80,10"
"270490 MAR VERMELHO";"94,44";"59,02";"72,16"
"270500 MATA GRANDE";"83,38";"44,16";"60,19"
"270510 MATRIZ DE CAMARAGIBE";"90,33";"61,09";"74,56"
"270520 MESSIAS";"110,00";"105,31";"107,50"
"270530 MINADOR DO NEGRAO";"86,11";"41,03";"62,67"
"270540 MONTEIROPOLIS";"101,79";"72,06";"85,48"
"270550 MURICI";"78,43";"44,68";"60,47"
"270560 NOVO LINO";"86,23";"39,83";"58,82"
"270570 OLHO D\'AGUA DAS FLORES";"90,08";"43,80";"66,94"
"270580 OLHO D\'AGUA DO CASADO";"98,54";"29,12";"58,93"
"270590 OLHO D\'AGUA GRANDE";"77,03";"47,06";"59,66"
"270600 OLIVENCA";"92,22";"48,68";"69,92"
"270610 OURO BRANCO";"102,69";"69,76";"85,42"
"270620 PALESTINA";"81,93";"35,79";"57,30"
"270630 PALMEIRA DOS INDIOS";"82,47";"66,27";"74,92"
"270640 PAO DE ACUCAR";"90,86";"69,23";"80,32"
"270642 PARICONHA";"110,39";"65,38";"84,53"
"270644 PARIPUEIRA";"121,03";"81,00";"101,54"
"270650 PASSO DE CAMARAGIBE";"83,41";"50,44";"63,68"
"270660 PAULO JACINTO";"88,54";"44,93";"62,82"
"270670 PENEDO";"101,12";"57,66";"79,29"
"270680 PIACABUCU";"96,05";"55,41";"76,00"
"270690 PILAR";"95,20";"49,45";"70,95"
"270700 PINDOBA";"220,00";"78,57";"127,91"
"270710 PIRANHAS";"77,66";"45,34";"61,12"
"270720 POCO DAS TRINCHEIRAS";"83,57";"51,58";"65,04"
"270730 PORTO CALVO";"88,12";"40,34";"62,22"
"270740 PORTO DE PEDRAS";"95,28";"47,02";"67,80"
"270750 PORTO REAL DO COLEGIO";"103,38";"80,35";"90,44"
"270760 QUEBRANGULO";"90,32";"67,72";"78,93"
"270770 RIO LARGO";"100,42";"142,12";"119,39"
"270780 ROTEIRO";"98,52";"14,02";"52,17"
"270790 SANTA LUZIA DO NORTE";"109,09";"41,79";"73,73"
"270800 SANTANA DO IPANEMA";"93,22";"63,83";"77,86"
"270810 SANTANA DO MUNDAU";"100,56";"60,54";"80,27"
"270820 SAO BRAS";"80,77";"54,84";"66,67"
"270830 SAO JOSE DA LAJE";"93,43";"43,29";"67,48"
"270840 SAO JOSE DA TAPERA";"89,72";"61,50";"74,78"
"270850 SAO LUIS DO QUITUNDE";"79,49";"57,79";"67,48"
"270860 SAO MIGUEL DOS CAMPOS";"101,15";"40,93";"67,68"
"270870 SAO MIGUEL DOS MILAGRES";"68,18";"38,89";"52,90"
"270880 SAO SEBASTIAO";"91,14";"65,88";"76,67"
"270890 SATUBA";"37,62";"35,06";"36,55"
"270895 SENADOR RUI PALMEIRA";"99,50";"62,63";"77,96"
"270900 TANQUE D\'ARCA";"80,52";"47,52";"61,80"
"270910 TAQUARANA";"107,67";"56,92";"80,72"
"270915 TEOTONIO VILELA";"96,23";"47,30";"67,48"
"270920 TRAIPU";"65,81";"18,74";"36,36"
"270930 UNIAO DOS PALMARES";"92,20";"45,91";"68,04"
"270940 VICOSA";"109,81";"53,15";"80,63"
"280010 AMPARO DE SAO FRANCISCO";"69,23";"70,27";"69,74"
"280020 AQUIDABA";"106,99";"56,19";"79,74"
"280030 ARACAJU";"71,72";"64,29";"68,25"
"280040 ARAUA";"84,42";"75,31";"79,75"
"280050 AREIA BRANCA";"82,09";"84,48";"83,33"
"280060 BARRA DOS COQUEIROS";"91,76";"98,16";"94,71"
"280067 BOQUIM";"85,33";"62,95";"72,37"
"280070 BREJO GRANDE";"97,73";"83,78";"90,36"
"280100 CAMPO DO BRITO";"86,17";"44,53";"65,23"
"280110 CANHOBA";"126,15";"88,89";"106,57"
"280120 CANINDE DE SAO FRANCISCO";"35,08";"26,63";"31,00"
"280130 CAPELA";"85,92";"78,94";"82,37"
"280140 CARIRA";"88,04";"83,57";"85,63"
"280150 CARMOPOLIS";"69,23";"90,87";"79,36"
"280160 CEDRO DE SAO JOAO";"87,18";"109,78";"99,41"
"280170 CRISTINAPOLIS";"87,46";"63,69";"75,16"
"280190 CUMBE";"89,47";"103,28";"96,61"
"280200 DIVINA PASTORA";"80,56";"87,18";"84,00"
"280210 ESTANCIA";"82,99";"68,07";"75,74"
"280220 FEIRA NOVA";"80,85";"91,40";"86,10"
"280230 FREI PAULO";"70,42";"72,51";"71,40"
"280240 GARARU";"85,53";"48,73";"64,76"
"280250 GENERAL MAYNARD";"96,00";"100,00";"97,83"
"280260 GRACHO CARDOSO";"83,75";"97,67";"90,96"
"280270 ILHA DAS FLORES";"97,86";"70,78";"83,67"
"280280 INDIAROBA";"78,01";"48,85";"61,90"
"280290 ITABAIANA";"93,70";"69,81";"81,73"
"280300 ITABAIANINHA";"94,44";"64,25";"77,74"
"280310 ITABI";"68,85";"75,34";"72,39"
"280320 ITAPORANGA D\'AJUDA";"99,31";"97,28";"98,32"
"280330 JAPARATUBA";"70,54";"69,40";"69,96"
"280340 JAPOATA";"125,62";"66,14";"92,73"
"280350 LAGARTO";"87,26";"59,68";"73,60"
"280360 LARANJEIRAS";"59,82";"43,50";"51,32"
"280370 MACAMBIRA";"122,22";"91,00";"104,07"
"280380 MALHADA DOS BOIS";"156,14";"113,33";"134,19"
"280390 MALHADOR";"88,07";"96,41";"92,45"
"280400 MARUIM";"75,63";"64,57";"69,88"
"280410 MOITA BONITA";"104,76";"88,57";"95,51"
"280420 MONTE ALEGRE DE SERGIPE";"117,80";"68,75";"91,54"
"280430 MURIBECA";"125,71";"83,47";"103,10"
"280440 NEOPOLIS";"82,99";"59,48";"69,84"
"280445 NOSSA SENHORA APARECIDA";"83,65";"55,56";"68,26"
"280450 NOSSA SENHORA DA GLORIA";"93,13";"81,31";"87,46"
"280460 NOSSA SENHORA DAS DORES";"95,64";"44,20";"67,55"
"280470 NOSSA SENHORA DE LOURDES";"74,75";"82,00";"78,39"
"280480 NOSSA SENHORA DO SOCORRO";"75,83";"62,03";"69,33"
"280490 PACATUBA";"98,30";"91,90";"95,02"
"280500 PEDRA MOLE";"63,64";"113,16";"86,59"
"280510 PEDRINHAS";"79,03";"53,59";"64,98"
"280520 PINHAO";"98,68";"72,04";"84,02"
"280530 PIRAMBU";"82,53";"60,78";"72,10"
"280540 POCO REDONDO";"103,30";"59,30";"79,28"
"280550 POCO VERDE";"98,96";"64,50";"80,38"
"280560 PORTO DA FOLHA";"95,61";"67,02";"79,93"
"280570 PROPRIA";"73,02";"48,49";"61,26"
"280580 RIACHAO DO DANTAS";"89,52";"54,95";"69,71"
"280590 RIACHUELO";"78,79";"72,63";"75,58"
"280600 RIBEIROPOLIS";"94,76";"86,36";"90,07"
"280610 ROSARIO DO CATETE";"68,85";"62,15";"65,56"
"280620 SALGADO";"76,39";"67,00";"71,60"
"280630 SANTA LUZIA DO ITANHY";"92,77";"48,24";"68,40"
"280640 SANTANA DO SAO FRANCISCO";"85,95";"48,80";"67,07"
"280650 SANTA ROSA DE LIMA";"72,22";"73,61";"72,92"
"280660 SANTO AMARO DAS BROTAS";"79,76";"55,68";"67,14"
"280670 SAO CRISTOVAO";"69,54";"57,34";"63,41"
"280680 SAO DOMINGOS";"79,22";"65,87";"72,27"
"280690 SAO FRANCISCO";"60,71";"151,72";"107,02"
"280700 SAO MIGUEL DO ALEIXO";"70,59";"67,21";"68,75"
"280710 SIMAO DIAS";"90,27";"71,24";"80,79"
"280720 SIRIRI";"75,44";"67,61";"71,09"
"280730 TELHA";"116,67";"45,45";"84,69"
"280740 TOBIAS BARRETO";"80,80";"55,91";"67,61"
"280750 TOMAR DO GERU";"89,58";"64,22";"75,71"
"280760 UMBAUBA";"81,22";"62,80";"71,97"
"290010 ABAIRA";"186,36";"62,62";"98,68"
"290020 ABARE";"94,32";"58,22";"73,52"
"290030 ACAJUTIBA";"71,81";"24,35";"43,79"
"290035 ADUSTINA";"93,71";"37,40";"60,37"
"290040 AGUA FRIA";"56,47";"22,84";"37,06"
